section_type,section_name,sr_no,office_memorandum_no,title,date,pdf_label,pdf_size,pdf_url,local_pdf_path,page_url
Current,Procurement Policy/O.M,141,F.20/2/2014-PPD(pt),"Amendment to the Rule 170(i) of General Financial Rules (GFR), 2017",26/07/2017,Download,39.35 KB,https://doe.gov.in/files/circulars_document/GFR_Rule_170_amendment.pdf,pdfs/Current_sr141_GFR_Rule_170_amendment.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,142,F.26/2/2016-PPD,"Amendment to the Rule 152 of General Financial Rules (GFR), 2017",26/07/2017,Download,30.09 KB,https://doe.gov.in/files/circulars_document/GFR_Rule_152_amendment.pdf,pdfs/Current_sr142_GFR_Rule_152_amendment.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,143,F.18/3/2017-PPD,"Public Procurement (preference to Make in India), order 2017",04/07/2017,Download,1.33 MB,https://doe.gov.in/files/circulars_document/Public_Procurement_order_2017.pdf,pdfs/Current_sr143_Public_Procurement_order_2017.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,144,-,Manual for Procurement of Consultancy and Other Services 2017,16/05/2017,Download,3.53 MB,https://doe.gov.in/files/circulars_document/Manual_Procurement_Consultancy_Other_Services_2017.pdf,pdfs/Current_sr144_Manual_Procurement_Consultancy_Other_Services_2017.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,145,-,Manual for procurement of goods 2017,16/05/2017,Download,3.33 MB,https://doe.gov.in/files/circulars_document/Manual_for_Procurement_of_Goods_2017.pdf,pdfs/Current_sr145_Manual_for_Procurement_of_Goods_2017.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,146,F.19/6/2017-PPD,"Training Programs on Public Procurement for Government officers at National Institute of Financial Management (NIFM), Faridabad",08/02/2017,Download,654.69 KB,https://doe.gov.in/files/circulars_document/Training_NIFM08022107.pdf,pdfs/Current_sr146_Training_NIFM08022107.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,147,F.29/1/2014-PPD,Clarification regarding OM about Nil consideration in the bid,21/11/2016,Download,1 MB,https://doe.gov.in/files/circulars_document/Clarification_NilBid23062016.pdf,pdfs/Current_sr147_Clarification_NilBid23062016.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,148,F.26/4/2016-PPD,Procedures for payments to Sellers / Suppliers in Government e-Marketplace (GeM),20/09/2016,Download,1.47 MB,https://doe.gov.in/files/circulars_document/GeM_order.pdf,pdfs/Current_sr148_GeM_order.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,149,F.20/2/2014-PPD(pt),Relaxation of Norms for Startups Medium Enterprises in Public Procurement regarding Prior Experience - Prior Turnover Criteria,20/09/2016,Download,683.47 KB,https://doe.gov.in/files/circulars_document/Relax_Starup20092016.pdf,pdfs/Current_sr149_Relax_Starup20092016.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,150,F.16/1/2016-PPD,Recommendation of Expenditure Management Commission (EMC),24/08/2016,Download,702.18 KB,https://doe.gov.in/files/circulars_document/Recommendation_EMC24082016.pdf,pdfs/Current_sr150_Recommendation_EMC24082016.pdf,https://doe.gov.in/orders-circulars/459?page=14
Current,Procurement Policy/O.M,151,F.16/1/2016-PPD,Recomendations of Expenditure Management Commission (EMC) regarding Procurement,04/08/2016,Download,1.57 MB,https://doe.gov.in/files/circulars_document/EMC_recomendation_PPD.pdf,pdfs/Current_sr151_EMC_recomendation_PPD.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,152,F.20/2/2014-PPD(pt),Relaxation of Norms for Startups Medium Enterprises in Public Procurement regarding Prior Experience - Prior Turnover criteria,25/07/2016,Download,3.53 MB,https://doe.gov.in/files/circulars_document/RelaxNorms_StarupMedEnterprise25072016.pdf,pdfs/Current_sr152_RelaxNorms_StarupMedEnterprise25072016.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,153,F.26/4/2016-PPD,Procedure for payments to Sellers/Suppliers in Government e-marketplace (GeM),26/05/2016,Download,2.62 MB,https://doe.gov.in/files/circulars_document/PPD_GeM26062016.pdf,pdfs/Current_sr153_PPD_GeM26062016.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,154,F.10/1/2011-PPD,Mandatory publication of tender enquires on Central Public Procurement POrtal,17/05/2016,Download,1.89 MB,https://doe.gov.in/files/circulars_document/PubTenderInqu17052016.pdf,pdfs/Current_sr154_PubTenderInqu17052016.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,155,F.26/4/2016-PPD,"Insertion of Rule 141A after Rule 141 in General Financial Rules(GFR), 2005",03/05/2016,Download,45.65 KB,https://doe.gov.in/files/circulars_document/Rule141A_03052016.pdf,pdfs/Current_sr155_Rule141A_03052016.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,156,F.29/1/2015-PPD,"Amendment to the Rule 126 of General Financial Rules, 2005",13/04/2016,Download,64.02 KB,https://doe.gov.in/files/circulars_document/Rule126AmendmentGFR2005_13042016.pdf,pdfs/Current_sr156_Rule126AmendmentGFR2005_13042016.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,157,F.26/6/2014-PPD,Training Programme on Public Procurement for Government officers,22/12/2015,Download,1.27 MB,https://doe.gov.in/files/circulars_document/NIFM_training22122015.pdf,pdfs/Current_sr157_NIFM_training22122015.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,158,No.F.26/6/2014-PPD,Training Programme on Public Procurement,17/06/2015,Download,1.48 MB,https://doe.gov.in/files/circulars_document/Training_PP17062015.pdf,pdfs/Current_sr158_Training_PP17062015.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,159,No.26/12/2014-PPD,"Implementation of  comprehensive end-toend e-procurement,  O.M. Dated 21st  January, 2015",21/01/2015,Download,115.05 KB,https://doe.gov.in/files/circulars_document/Implementation_of_comprehensive_end_to_end_e_procurement_OM_dated_21_01_2015_0.pdf,pdfs/Current_sr159_Implementation_of_comprehensive_end_to_end_e_procurement_OM_dated_21_01_2015_0.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,160,F.29(1)/2014-PPD,"Clarification in Rule 160 (xiv) of General Financial Rules, 2005 - regarding award of contract to a firm which has quoted NIL consideration in the bid",28/01/2014,Download,99.26 KB,https://doe.gov.in/files/circulars_document/ClarifRule160GFR2005_NILbid.pdf,pdfs/Current_sr160_ClarifRule160GFR2005_NILbid.pdf,https://doe.gov.in/orders-circulars/459?page=15
Current,Procurement Policy/O.M,161,F.10/3/2012-PPC,Implementation of comprehensive end-to-end e-procurement,09/01/2014,Download,6.49 MB,https://doe.gov.in/files/circulars_document/OM_Comp_endtoend_eprocure_0.pdf,pdfs/Current_sr161_OM_Comp_endtoend_eprocure_0.pdf,https://doe.gov.in/orders-circulars/459?page=16
Current,Procurement Policy/O.M,162,F.26/1/2012-PPD,Inclusion of Exchange Rate Variation (ERV) clause in Contracts relating to procurement of IT Products,01/10/2013,Download,50.42 KB,https://doe.gov.in/files/circulars_document/IncERV01102013.pdf,pdfs/Current_sr162_IncERV01102013.pdf,https://doe.gov.in/orders-circulars/459?page=16
Current,Procurement Policy/O.M,163,F.26/5/2013-PPD,"Implementation of Court Order dated 13.4.12, passed by the Hon'ble Delhi High Court in WP(C) No. 2092/2012",30/04/2013,Download,662.12 KB,https://doe.gov.in/files/circulars_document/court_order.pdf,pdfs/Current_sr163_court_order.pdf,https://doe.gov.in/orders-circulars/459?page=16
Current,Procurement Policy/O.M,164,No.F.12/1/2021-PPD(pt.),"Implementation of Court Order dated 13.4.12, passed by the Hon'ble Delhi High Court in WP(C) No. 2092/2012",25/04/2013,Download,81.37 KB,https://doe.gov.in/files/circulars_document/144xi_GFR_2017_0.pdf,pdfs/Current_sr164_144xi_GFR_2017_0.pdf,https://doe.gov.in/orders-circulars/459?page=16
Current,Procurement Policy/O.M,165,F.26/5/2013-PPD,Guidelines for conduct of public competitions for design of symbols/logos,11/04/2013,Download,1.02 MB,https://doe.gov.in/files/circulars_document/guideline_public_comp_symbols_0.pdf,pdfs/Current_sr165_guideline_public_comp_symbols_0.pdf,https://doe.gov.in/orders-circulars/459?page=16
Current,Procurement Policy/O.M,166,F.26/6/12-PPD,Procurement of energy efficient electrical appliances,21/01/2013,Download,390.57 KB,https://doe.gov.in/files/circulars_document/OM_energy_ElecAppl.pdf,pdfs/Current_sr166_OM_energy_ElecAppl.pdf,https://doe.gov.in/orders-circulars/459?page=16
Current,Procurement Policy/O.M,167,F.10/3/2012-PPC,Implementation of comprehensive end-to-end e-procurement,30/03/2012,Download,6.49 MB,https://doe.gov.in/files/circulars_document/OM_Comp_endtoend_eprocure.pdf,pdfs/Current_sr167_OM_Comp_endtoend_eprocure.pdf,https://doe.gov.in/orders-circulars/459?page=16
Current,Procurement Policy/O.M,168,F.10/1/2011-PPC,Mandatory publication of Tender Enquires on the Central Public Procurement Portal,30/11/2011,Download,1.55 MB,https://doe.gov.in/files/circulars_document/Pub_tender_Enq_CPPPortal_0.pdf,pdfs/Current_sr168_Pub_tender_Enq_CPPPortal_0.pdf,https://doe.gov.in/orders-circulars/459?page=16
Current,Procurement Policy/O.M,169,14(12)/2008-E-II(A),Use of Integrity Pact by Public Sector Undertakings (PSUs) – Implementation of ARC Recommendations.,20/07/2011,Download,9.25 MB,https://doe.gov.in/files/circulars_document/20_07_2011_OM.pdf,pdfs/Current_sr169_20_07_2011_OM.pdf,https://doe.gov.in/orders-circulars/459?page=16
Current,Procurement Policy/O.M,170,14(12)/2008-E-II(A),Use of Integrity Pact by Ministries/ Departments – Implementation of ARC Recommendations.,19/07/2011,Download,188.47 KB,https://doe.gov.in/files/circulars_document/19_07_20211.pdf,pdfs/Current_sr170_19_07_20211.pdf,https://doe.gov.in/orders-circulars/459?page=16
Archive,Procurement Policy/O.M,1,No.F.1/3/2024-PPD,"Amendment in General Financial Rules, 2017",10/07/2024,Download,851.13 KB,https://doe.gov.in/files/circulars_document/OM_1_3_2024_PPD_dated_10_07_2024.pdf,pdfs/Archive_sr1_OM_1_3_2024_PPD_dated_10_07_2024.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,2,No.F.13/2/2024-PPD,Training Programs on Public Procurement for CPSE Officers at Indian Institute of Management Visakhapatnam (IIMV),02/07/2024,Download,952.9 KB,https://doe.gov.in/files/circulars_document/OM02_07_2024_0.pdf,pdfs/Archive_sr2_OM02_07_2024_0.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,3,No.F.1/1/2023-PPD,Vivad se Vishwas I (VsV I) Relief for MSMEs,18/07/2023,Download,2.14 MB,https://doe.gov.in/files/circulars_document/Vivad_se_Vishwas_I_VsV_I_Relief_for_MSMEs.pdf,pdfs/Archive_sr3_Vivad_se_Vishwas_I_VsV_I_Relief_for_MSMEs.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,4,-,Minimum Floor price for minimum wage based Manpower Outsourcing Service,23/06/2023,Download,213.65 KB,https://doe.gov.in/files/circulars_document/Minimum_Floor_price_for_minimum_wage_based_Manpower_Outsourcing_Service.pdf,pdfs/Archive_sr4_Minimum_Floor_price_for_minimum_wage_based_Manpower_Outsourcing_Service.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,5,-,Vivad Se Vishwas I - Relief for MSMES - Inclusion of Earning Contracts,15/06/2023,Download,413.27 KB,https://doe.gov.in/files/circulars_document/Vivad_Se_VishwasI_Relief_MSMES_Inclusion_Earning_Contracts.pdf,pdfs/Archive_sr5_Vivad_Se_VishwasI_Relief_MSMES_Inclusion_Earning_Contracts.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,6,No.F.13/1/2022-PPD,Model Tender Document for Procurement of Consultancy Services,08/06/2023,Download,6.95 MB,https://doe.gov.in/files/circulars_document/Model_Tender_Document_for_Procurement_of_Consultancy_Services_2.pdf,pdfs/Archive_sr6_Model_Tender_Document_for_Procurement_of_Consultancy_Services_2.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,7,No.F.13/1/2023-PPD,"Training Programs on Public Procurement for Government officers at Administrative Staff College of India (ASCI), Hyderabad",02/06/2023,Download,2.85 MB,https://doe.gov.in/files/circulars_document/Training_Programs_on_Public_Procurement_for_Government_officers_at_ASCI_Hyderabad.pdf,pdfs/Archive_sr7_Training_Programs_on_Public_Procurement_for_Government_officers_at_ASCI_Hyderabad.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,8,-,Vivad Se Vishwas I - Relief for MSMEs - Amendments,02/06/2023,Download,626.97 KB,https://doe.gov.in/files/circulars_document/Vivad_Se_Vishwas_I_Relief_for_MSMEs_Amendments_dtd_02_06_2023.pdf,pdfs/Archive_sr8_Vivad_Se_Vishwas_I_Relief_for_MSMEs_Amendments_dtd_02_06_2023.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,9,-,Vivad se Vishwas II (Contractual Disputes),29/05/2023,Download,4.99 MB,https://doe.gov.in/files/circulars_document/Vivad_se_Vishwas_II_Contractual_Disputes.pdf,pdfs/Archive_sr9_Vivad_se_Vishwas_II_Contractual_Disputes.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,10,No.F.1/6/2023-PPD,Proportionality in Performance Security for multiyear service contracts,24/05/2023,Download,1.56 MB,https://doe.gov.in/files/circulars_document/Proportionality_in_Performance_Security_for_multiyear_service_contracts.pdf,pdfs/Archive_sr10_Proportionality_in_Performance_Security_for_multiyear_service_contracts.pdf,https://doe.gov.in/archive/orders-circulars/459
Archive,Procurement Policy/O.M,11,No.F.1/4/2021-PPD,"Concurrent application of Public Procurement Policy for Micro and Small Enterprises Order, 2012 and Public Procurement (Preference to Make in India) Order, 2017",18/05/2023,Download,1.25 MB,https://doe.gov.in/files/circulars_document/Concurrent_application_of_PPP_for_Micro_Small_Enterprises_Order_2012.pdf,pdfs/Archive_sr11_Concurrent_application_of_PPP_for_Micro_Small_Enterprises_Order_2012.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,12,-,Vivad Se Vishwas I- Relief for MSMEs: Revised Order,11/04/2023,Download,1.04 MB,https://doe.gov.in/files/circulars_document/OMNo_1_1_2023_PPD_dated_11_4_2023.pdf,pdfs/Archive_sr12_OMNo_1_1_2023_PPD_dated_11_4_2023.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,13,-,Vivad Se Vishwas I-Relief for MSMEs,10/04/2023,Download,262.82 KB,https://doe.gov.in/files/circulars_document/MX-M452N_20230410_200004.pdf,pdfs/Archive_sr13_MX-M452N_20230410_200004.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,14,No.F.4/1/2023-PPD,Relaxation for procurement of certain items through Global Tender Enquiry (GTE),03/04/2023,Download,5.25 MB,https://doe.gov.in/files/circulars_document/Relaxation_for_procurement_of_certain_items_through_Global_Tender_Enquiry.pdf,pdfs/Archive_sr14_Relaxation_for_procurement_of_certain_items_through_Global_Tender_Enquiry.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,15,No.F.7/10/2021-PPD,"Order (Public Procurement No. 4) - Restrictions under Rule 144(xi) of the General Financial Rules (GFRs), 2017",23/02/2023,Download,1.4 MB,https://doe.gov.in/files/circulars_document/Order_Restrictions_under_Rule_144_xi_of_the_GFRs_2017.pdf,pdfs/Archive_sr15_Order_Restrictions_under_Rule_144_xi_of_the_GFRs_2017.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,16,No.F.7/10/2021-PPD,"Amendment to Rule 144(xi) of the General Financial Rules (GFRs), 2017",23/02/2023,Download,77.39 KB,https://doe.gov.in/files/circulars_document/Amendment_to_Rule_144_xi_of_the_GFRs_2017.pdf,pdfs/Archive_sr16_Amendment_to_Rule_144_xi_of_the_GFRs_2017.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,17,No.F.1/7/2022-PPD,Draft Scheme for stakeholder consultation : Vivad se Vishwas II (Contractual Disputes),08/02/2023,Download,1.16 MB,https://doe.gov.in/files/circulars_document/Vivad_se_Vishwas_II.pdf,pdfs/Archive_sr17_Vivad_se_Vishwas_II.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,18,No.F.13/1/2023-PPD,"Training Programs on Public Procurement for Government officers at Arun Jaitley National Institute of Financial Management (AJNIFM), Faridabad",06/02/2023,Download,1.96 MB,https://doe.gov.in/files/circulars_document/Training_Programs_at_NIFM_0.pdf,pdfs/Archive_sr18_Training_Programs_at_NIFM_0.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,19,No.F.1/1/2023-PPD,Vivad Se Vishwas I - Relief for MSMEs,06/02/2023,Download,219.86 KB,https://doe.gov.in/files/circulars_document/Vivad_Se_Vishwas_I_Relief_for_MSMEs.pdf,pdfs/Archive_sr19_Vivad_Se_Vishwas_I_Relief_for_MSMEs.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,20,No.F.6/7/2022-PPD,Push Button Procurement,11/01/2023,Download,1.88 MB,https://doe.gov.in/files/circulars_document/Push_Button_Procurement_0.pdf,pdfs/Archive_sr20_Push_Button_Procurement_0.pdf,https://doe.gov.in/archive/orders-circulars/459?page=1
Archive,Procurement Policy/O.M,21,-,"Amendment to Rule 144(xi) of the General Financial Rules (GFRs), 2017",03/01/2023,Download,715.57 KB,https://doe.gov.in/files/circulars_document/Amendment_in_General_Financial_Rules2017_Rule_171_i_Performance_Security_regarding.pdf,pdfs/Archive_sr21_Amendment_in_General_Financial_Rules2017_Rule_171_i_Performance_Security_regarding.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,22,No.F .4/1/2022-PPD(pt.),Relaxation on Global Tender Enquiry (GTE) under Rule 161(iv) of General Financial Rules (GFRs) 2017- relaxation of 90 drug/medicines reg.,25/11/2022,Download,2.94 MB,https://doe.gov.in/files/circulars_document/OM_No_4_1_2022_PPD_Pt_dtd_25_11_2022_relaxation_reg_90_Drugs_Medicines.pdf,pdfs/Archive_sr22_OM_No_4_1_2022_PPD_Pt_dtd_25_11_2022_relaxation_reg_90_Drugs_Medicines.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,23,-,Relaxation for procurement of certain items through Global Tender Enquiry (GTE) -Exemption of additional 16 medical items reg.,10/11/2022,Download,1.21 MB,https://doe.gov.in/files/circulars_document/Relaxation_procurement_certain_items_through_GTE_Exemption_additional_16.pdf,pdfs/Archive_sr23_Relaxation_procurement_certain_items_through_GTE_Exemption_additional_16.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,24,-,Manual for Procurement of Works - updated 2022 - Amendment to para 7.6.3,28/09/2022,Download,795.48 KB,https://doe.gov.in/files/circulars_document/Manual_for_Procurement_of_Works_updated_2022_Amendment.pdf,pdfs/Archive_sr24_Manual_for_Procurement_of_Works_updated_2022_Amendment.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,25,No.F.6/7/2022-PPD,Push Button Procurement,06/09/2022,Download,733.76 KB,https://doe.gov.in/files/circulars_document/Push_Button_Procurement.pdf,pdfs/Archive_sr25_Push_Button_Procurement.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,26,F.No.1/4/2022-PPD,Amendment in General Financial Rules 2017 - Acceptance of electronic Bank Guarantee,05/08/2022,Download,488.77 KB,https://doe.gov.in/files/circulars_document/Amendment_in_General_Financial_Rules_2017_Acceptance_of_electronic_Bank_Guarantee.pdf,pdfs/Archive_sr26_Amendment_in_General_Financial_Rules_2017_Acceptance_of_electronic_Bank_Guarantee.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,27,F.No.1/1/2021-PPD,Corrigendum - Updated Manual for Procurement of Works,04/08/2022,Download,178.24 KB,https://doe.gov.in/files/circulars_document/Corrigendum_Updated_Manual_for_Procurement_of_Works.pdf,pdfs/Archive_sr27_Corrigendum_Updated_Manual_for_Procurement_of_Works.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,28,F.No1/10/2021-PPD,Seeking inputs from stakeholders on Draft Model Tender Documents for procurement of Consultancy Services,01/08/2022,Download,1.03 MB,https://doe.gov.in/files/circulars_document/Seeking_inputs_from_stakeholders_on_Draft_Model_Tender_Documents.pdf,pdfs/Archive_sr28_Seeking_inputs_from_stakeholders_on_Draft_Model_Tender_Documents.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,29,-,Manual for Procurement of Works,01/07/2022,Download,4.03 MB,https://doe.gov.in/files/circulars_document/Manual_for_Procurement_of_Works.pdf,pdfs/Archive_sr29_Manual_for_Procurement_of_Works.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,30,-,Manual for Procurement of Consultancy & Other Services,01/07/2022,Download,4.26 MB,https://doe.gov.in/files/circulars_document/Manual_for_Procurement_of_Consultancy_Other_Services.pdf,pdfs/Archive_sr30_Manual_for_Procurement_of_Consultancy_Other_Services.pdf,https://doe.gov.in/archive/orders-circulars/459?page=2
Archive,Procurement Policy/O.M,31,-,Manual for Procurement of Goods,01/07/2022,Download,5.13 MB,https://doe.gov.in/files/circulars_document/Manual_for_Procurement_of_Goods_1.pdf,pdfs/Archive_sr31_Manual_for_Procurement_of_Goods_1.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,32,F.No.4/1/2022-PPD(pt),Relaxation on Global Tender Enquiry under Rule 161 iv of General Financial Rules for procurement of Medical Devices,21/06/2022,Download,2.27 MB,https://doe.gov.in/files/circulars_document/Relaxation_on_Global_Tender_Enquiry_under_Rule_161_iv_2.pdf,pdfs/Archive_sr32_Relaxation_on_Global_Tender_Enquiry_under_Rule_161_iv_2.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,33,F.No.1/1/2021-PPD,"Withdrawal of offer by L1 - Amendment to Manual for Procurement of Goods, 2017 and Manual for Procurement of Works, 2019",21/04/2022,Download,447.85 KB,https://doe.gov.in/files/circulars_document/Withdrawal_of_offer_by_L1_Amendment_to_Manual_for_Procurement_of_Goods_2017.pdf,pdfs/Archive_sr33_Withdrawal_of_offer_by_L1_Amendment_to_Manual_for_Procurement_of_Goods_2017.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,34,F.No.1/2/2022-PPD,Amendment to General Financial Rules 2017 to include stagewise return of Bid Security / Earnest Money Deposit to bidders in the tendering process,01/04/2022,Download,324.34 KB,https://doe.gov.in/files/circulars_document/Amendment_to_General_Financial_Rules_2017_to_include_stagewise_return_of_Bid_SecuritY.pdf,pdfs/Archive_sr34_Amendment_to_General_Financial_Rules_2017_to_include_stagewise_return_of_Bid_SecuritY.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,35,F.No.1/1/2022-PPD,Amendment to General Financial Rules 2017 to include Insurance Surety Bonds as Security Instrument,02/02/2022,Download,482.86 KB,https://doe.gov.in/files/circulars_document/Amendment_to_General_Financial_Rules_2017_0.pdf,pdfs/Archive_sr35_Amendment_to_General_Financial_Rules_2017_0.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,36,F.No.13/1/2022-PPD,"Training Programs on Public Procurement for Government officers at Arun Jaitley National Institute of Financial Management, Faridabad",14/01/2022,Download,858.09 KB,https://doe.gov.in/files/circulars_document/Training_Programs_on_Public_Procurement_for_Government_officers_at_Arun_Jaitley.pdf,pdfs/Archive_sr36_Training_Programs_on_Public_Procurement_for_Government_officers_at_Arun_Jaitley.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,37,F.DPE/7(4)/2017-Fin,Department of Public Enterprises circular on General Instructions on Procurement and Project Management,07/01/2022,Download,3.7 MB,https://doe.gov.in/files/circulars_document/Department_of_Public_Enterprises_circular.pdf,pdfs/Archive_sr37_Department_of_Public_Enterprises_circular.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,38,F.4/1/2021-PPD,Relaxation on Global Tender Enquiry under Rule 161 iv of General Financial Rules 2017 for procurement of Medical Devices,06/01/2022,Download,2.32 MB,https://doe.gov.in/files/circulars_document/Relaxation_on_Global_Tender_Enquiry_under_Rule_161_iv_1.pdf,pdfs/Archive_sr38_Relaxation_on_Global_Tender_Enquiry_under_Rule_161_iv_1.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,39,F.9/4/2020-PPD,Performance Security,30/12/2021,Download,5.42 MB,https://doe.gov.in/files/circulars_document/Performance_Security_0.pdf,pdfs/Archive_sr39_Performance_Security_0.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,40,F.1/20/2018-PPD,Guidelines on Debarment of firms from Bidding,02/11/2021,Download,2.3 MB,https://doe.gov.in/files/circulars_document/Guidelines_on_Debarment_of_firms_from_Bidding.pdf,pdfs/Archive_sr40_Guidelines_on_Debarment_of_firms_from_Bidding.pdf,https://doe.gov.in/archive/orders-circulars/459?page=3
Archive,Procurement Policy/O.M,41,F.1/1/2021-PPD,General Instructions on Procurement and Project Management,29/10/2021,Download,2.51 MB,https://doe.gov.in/files/circulars_document/General_Instructions_on_Procurement_and_Project_Management.pdf,pdfs/Archive_sr41_General_Instructions_on_Procurement_and_Project_Management.pdf,https://doe.gov.in/archive/orders-circulars/459?page=4
Archive,Procurement Policy/O.M,42,F.1/9/2021-PPD,Insertion of Rule 227A in General Financial Rules 2017-Arbitration Awards,29/10/2021,Download,133.09 KB,https://doe.gov.in/files/circulars_document/Insertion_of_Rule_227A_in_General_Financial_Rules_2017-Arbitration_Awards.pdf,pdfs/Archive_sr42_Insertion_of_Rule_227A_in_General_Financial_Rules_2017-Arbitration_Awards.pdf,https://doe.gov.in/archive/orders-circulars/459?page=4
Archive,Procurement Policy/O.M,43,-,Model Tender Document for Procurement of Non Consultancy Services,29/10/2021,Download,8.43 MB,https://doe.gov.in/files/circulars_document/Model_Tender_Document_for_Procurement_of_Non_Consultancy_Services.pdf,pdfs/Archive_sr43_Model_Tender_Document_for_Procurement_of_Non_Consultancy_Services.pdf,https://doe.gov.in/archive/orders-circulars/459?page=4
Archive,Procurement Policy/O.M,44,-,Model Tender Document for Procurement of Goods,29/10/2021,Download,7.56 MB,https://doe.gov.in/files/circulars_document/Model_Tender_Document_for_Procurement_of_Goods.pdf,pdfs/Archive_sr44_Model_Tender_Document_for_Procurement_of_Goods.pdf,https://doe.gov.in/archive/orders-circulars/459?page=4
